row_index,field,label_or_action,issue_type,reason,student_utterance,miniLM_labels,hope_signals,target_policy_action
6793,miniLM_labels,low_confidence,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the textbook examples are too simple, but my school teacher gives super hard questions for the same topic. which level should I prepare for boards?","skepticism, anxiety, low_confidence, conflict, question, simplification_request, example_request","Low confidence, High load_risk",ENCOURAGE
6794,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my older brother said section formula is useless, just use midpoint formula twice. is that allowed in exam for finding points?","confusion, conflict, procedural_focus, shortcut_seeking, question","Active misconception, Moderate ct_score",EXPLAIN
6794,miniLM_labels,conflict,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my older brother said section formula is useless, just use midpoint formula twice. is that allowed in exam for finding points?","confusion, conflict, procedural_focus, shortcut_seeking, question","Active misconception, Moderate ct_score",EXPLAIN
6794,miniLM_labels,shortcut_seeking,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my older brother said section formula is useless, just use midpoint formula twice. is that allowed in exam for finding points?","confusion, conflict, procedural_focus, shortcut_seeking, question","Active misconception, Moderate ct_score",EXPLAIN
6794,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"my older brother said section formula is useless, just use midpoint formula twice. is that allowed in exam for finding points?","confusion, conflict, procedural_focus, shortcut_seeking, question","Active misconception, Moderate ct_score",EXPLAIN
6795,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,i saw a video online saying probability of something can be negative if it's very unlikely. but you said it's between 0 and 1 only. which is correct?,"skepticism, confusion, misconception_clue, conflict, question","High load_risk, Active misconception",SOCRATIC_COUNTEREXAMPLE
6795,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,i saw a video online saying probability of something can be negative if it's very unlikely. but you said it's between 0 and 1 only. which is correct?,"skepticism, confusion, misconception_clue, conflict, question","High load_risk, Active misconception",SOCRATIC_COUNTEREXAMPLE
6795,miniLM_labels,misconception_clue,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,i saw a video online saying probability of something can be negative if it's very unlikely. but you said it's between 0 and 1 only. which is correct?,"skepticism, confusion, misconception_clue, conflict, question","High load_risk, Active misconception",SOCRATIC_COUNTEREXAMPLE
6795,miniLM_labels,topic_shift,obvious_missing_label,Strong cue exists but label is not assigned.,i saw a video online saying probability of something can be negative if it's very unlikely. but you said it's between 0 and 1 only. which is correct?,"skepticism, confusion, misconception_clue, conflict, question","High load_risk, Active misconception",SOCRATIC_COUNTEREXAMPLE
6796,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my teacher says every problem has only one way to solve it, but you are showing me multiple methods. which one is the 'right' way?","skepticism, procedural_focus, conflict, confusion, question","Moderate ct_score, High ki_score opportunity",METACOGNITIVE_REFLECT
6796,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my teacher says every problem has only one way to solve it, but you are showing me multiple methods. which one is the 'right' way?","skepticism, procedural_focus, conflict, confusion, question","Moderate ct_score, High ki_score opportunity",METACOGNITIVE_REFLECT
6796,miniLM_labels,high_confidence,obvious_missing_label,Strong cue exists but label is not assigned.,"my teacher says every problem has only one way to solve it, but you are showing me multiple methods. which one is the 'right' way?","skepticism, procedural_focus, conflict, confusion, question","Moderate ct_score, High ki_score opportunity",METACOGNITIVE_REFLECT
6796,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"my teacher says every problem has only one way to solve it, but you are showing me multiple methods. which one is the 'right' way?","skepticism, procedural_focus, conflict, confusion, question","Moderate ct_score, High ki_score opportunity",METACOGNITIVE_REFLECT
6796,hope_signals,High ki_score opportunity,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"my teacher says every problem has only one way to solve it, but you are showing me multiple methods. which one is the 'right' way?","skepticism, procedural_focus, conflict, confusion, question","Moderate ct_score, High ki_score opportunity",METACOGNITIVE_REFLECT
6797,miniLM_labels,simplification_request,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"Sir, for proving root 5 irrational, my book has a slightly different way of writing the steps than you showed. Will the board examiner accept both?","conflict, skepticism, question, simplification_request","Active misconception check,High ki_score opportunity",EXPLAIN
6797,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"Sir, for proving root 5 irrational, my book has a slightly different way of writing the steps than you showed. Will the board examiner accept both?","conflict, skepticism, question, simplification_request","Active misconception check,High ki_score opportunity",EXPLAIN
6797,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"Sir, for proving root 5 irrational, my book has a slightly different way of writing the steps than you showed. Will the board examiner accept both?","conflict, skepticism, question, simplification_request","Active misconception check,High ki_score opportunity",EXPLAIN
6797,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"Sir, for proving root 5 irrational, my book has a slightly different way of writing the steps than you showed. Will the board examiner accept both?","conflict, skepticism, question, simplification_request","Active misconception check,High ki_score opportunity",EXPLAIN
6797,hope_signals,Active misconception check,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"Sir, for proving root 5 irrational, my book has a slightly different way of writing the steps than you showed. Will the board examiner accept both?","conflict, skepticism, question, simplification_request","Active misconception check,High ki_score opportunity",EXPLAIN
6797,hope_signals,High ki_score opportunity,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"Sir, for proving root 5 irrational, my book has a slightly different way of writing the steps than you showed. Will the board examiner accept both?","conflict, skepticism, question, simplification_request","Active misconception check,High ki_score opportunity",EXPLAIN
6798,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"Our teacher always says the textbook is the final authority, but sometimes what you explain seems simpler. Who should I listen to then?","conflict, skepticism, confusion, question, simplification_request","High load_risk,Moderate ct_score",ENCOURAGE
6798,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"Our teacher always says the textbook is the final authority, but sometimes what you explain seems simpler. Who should I listen to then?","conflict, skepticism, confusion, question, simplification_request","High load_risk,Moderate ct_score",ENCOURAGE
6798,miniLM_labels,recurring_error,obvious_missing_label,Strong cue exists but label is not assigned.,"Our teacher always says the textbook is the final authority, but sometimes what you explain seems simpler. Who should I listen to then?","conflict, skepticism, confusion, question, simplification_request","High load_risk,Moderate ct_score",ENCOURAGE
