index,category,utterance,old_action,new_action,rule,old_labels,new_labels
4900,5,"this proof by contradiction... i just memorize steps but i don't understand logic, how will i explain it if teacher asks?",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, algebraic, conflict, curiosity, procedural_focus, question, shortcut_seeking","abstraction_attempt, algebraic, conflict, confusion, curiosity, procedural_focus, question, shortcut_seeking"
4954,5,"i feel like i am so far behind everyone else, i don't understand anything in class anymore.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"physical, representation_shift, request_representation","confusion, physical, representation_shift, request_representation"
4957,5,"what if this comes in board exam? i will totally fail, i don't understand anything.",EXPLAIN,EXPLAIN,(labels-only),"anxiety, curiosity, environmental_feedback, low_confidence, question","anxiety, confusion, curiosity, environmental_feedback, low_confidence, question"
5023,5,"all these trig identities, sine square theta plus cos square theta equals one, it just feels like mugging up, i don't understand where they even come from. i'll never remember them.",METACOGNITIVE_REFLECT,METACOGNITIVE_REFLECT,(labels-only),"algebraic, curiosity, question, shortcut_seeking, transfer_attempt","algebraic, confusion, curiosity, question, shortcut_seeking, transfer_attempt"
5053,5,is this chapter really important for boards? it feels so tough and i can't understand anything.,EXPLAIN,EXPLAIN,(labels-only),"anxiety, curiosity, low_confidence, question, self_monitoring","anxiety, confusion, curiosity, low_confidence, question, self_monitoring"
5062,5,"i just don't understand why math is so hard for me, everyone else seems to get it.",SOCRATIC_Q,EXPLAIN,confusion->explain,"curiosity, question, self_monitoring","confusion, curiosity, question, self_monitoring"
5107,5,i think i'm just not good at math. i don't understand anything.,ENCOURAGE,ENCOURAGE,(labels-only),"low_confidence, self_monitoring","confusion, low_confidence, self_monitoring"
5114,5,"i just don't know if i can do this, my brain is not working today.",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, confusion, curiosity, question, self_monitoring","cognitive_overload, confusion, question, self_monitoring"
5144,5,"i just don't understand anything today, my brain is not working.",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, confusion, self_monitoring","cognitive_overload, confusion, self_monitoring"
5175,5,"i just feel so lost, i don't understand anything from what you are saying now, i feel like giving up.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, physical, question, representation_shift, request_representation","confusion, curiosity, physical, question, representation_shift, request_representation"
5199,5,"the sum of n terms formula, i always forget if it's n/2 (a + l) or n/2 (2a + (n-1)d). why are there two formulas? i don't understand when to use which.",BRIDGE_RECAP,BRIDGE_RECAP,(labels-only),"algebraic, curiosity, low_confidence, prerequisite_awareness, prerequisite_weakness, procedural_focus, question, recurring_error","algebraic, confusion, curiosity, low_confidence, prerequisite_awareness, prerequisite_weakness, procedural_focus, question, recurring_error"
5204,5,i don't even know why I'm trying. this is too much for my brain.,EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, curiosity, question, self_monitoring","cognitive_overload, question, self_monitoring"
5262,5,"i am just guessing all the time, nothing makes sense anymore, it's just too much to remember.",EXPLAIN,ENCOURAGE,overload->encourage,cognitive_overload,cognitive_overload
5334,5,"i don't think i can ever get good marks in maths, i always mess up calculations n all",EXPLAIN,ENCOURAGE,giveup->encourage,"anxiety, low_confidence, recurring_error, self_monitoring","anxiety, low_confidence, recurring_error, self_monitoring"
5346,5,i can't understand these proof by contradiction only. i feel like i am not smart enough for this kind of math.,ENCOURAGE,ENCOURAGE,(labels-only),"abstraction_attempt, algebraic, frustration, low_confidence, physical, self_monitoring","abstraction_attempt, algebraic, confusion, frustration, low_confidence, physical, self_monitoring"
5351,5,"mean median mode all seem same only to me, i don't understand when to use which. i feel so lost in statistics.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, physical, question, representation_shift, request_representation","algebraic, confusion, curiosity, physical, question, representation_shift, request_representation"
5353,5,"bpt theorem, i can never apply it right in complex diagrams. i just don't have the brain for geometry.",EXPLAIN,ENCOURAGE,giveup->encourage,"algebraic, cognitive_overload, diagrammatic, self_monitoring, transfer_attempt","algebraic, cognitive_overload, diagrammatic, self_monitoring, transfer_attempt"
5362,5,"i am totally lost, i don't understand anything today.",EXPLAIN,EXPLAIN,(labels-only),self_monitoring,"confusion, self_monitoring"
5370,5,how to prove SSS similarity when sides are like really mixed up? i get confused what to match. this is too much for me.,EXPLAIN,ENCOURAGE,overload->encourage,"abstraction_attempt, cognitive_overload, confusion, curiosity, question, self_monitoring","abstraction_attempt, cognitive_overload, confusion, question, self_monitoring"
5515,5,i just don't understand anything today. my brain is totally shut off.,EXPLAIN,EXPLAIN,(labels-only),"cognitive_overload, self_monitoring","cognitive_overload, confusion, self_monitoring"
5525,5,"these pythagorean identities are so confusing, i always mess them up in exams. i think i will never get it right.",EXPLAIN,ENCOURAGE,giveup->encourage,"algebraic, anxiety, confusion, low_confidence, recurring_error, self_monitoring","algebraic, anxiety, confusion, low_confidence, recurring_error, self_monitoring"
5610,6,"just tell me the next step, i don't want to think too much now, my head is full.",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, procedural_focus, shortcut_seeking","cognitive_overload, procedural_focus, shortcut_seeking"
5897,6,"ok i got this type, can we move to board exam type questions now please?",EXPLAIN,RESUME_STATE,advance->resume_state,"answer_attempt, anxiety, curiosity, environmental_feedback, high_confidence, question, ready_for_next, topic_shift","answer_attempt, anxiety, curiosity, environmental_feedback, high_confidence, question, ready_for_next, topic_shift"
6055,6,"the sum of n terms of AP formula, where is it used most commonly in board problems? can you show an example with just that formula?",EXPLAIN,WORKED_EXAMPLE,numeric_example->worked_example,"algebraic, anxiety, curiosity, environmental_feedback, procedural_focus, question","algebraic, anxiety, curiosity, environmental_feedback, example_request, procedural_focus, question"
6179,6,can you just show one full sum from start to end without too much explanation?,EXPLAIN,WORKED_EXAMPLE,numeric_example->worked_example,"cognitive_overload, curiosity, question","cognitive_overload, curiosity, example_request, question"
6290,6,"BPT theorem is easy, just apply the ratio. What's next for boards in triangles?",EXPLAIN,RESUME_STATE,advance->resume_state,"algebraic, anxiety, curiosity, diagrammatic, high_confidence, question, ready_for_next, topic_shift, transfer_attempt","algebraic, anxiety, curiosity, diagrammatic, high_confidence, question, ready_for_next, topic_shift, transfer_attempt"
6361,6,"ok done with this, what is the next topic we have to finish for syllabus?",EXPLAIN,RESUME_STATE,advance->resume_state,"curiosity, question, ready_for_next, topic_shift","curiosity, question, ready_for_next, topic_shift"
6464,6,Can we just move to the next topic? I already know this much for the exam perspective.,EXPLAIN,RESUME_STATE,advance->resume_state,"anxiety, curiosity, environmental_feedback, high_confidence, question, ready_for_next, topic_shift","anxiety, curiosity, environmental_feedback, high_confidence, question, ready_for_next, topic_shift"
6535,6,"Mean formula for grouped data, assumed mean is enough na? Direct method takes too long and my calculations are always wrong.",EXPLAIN,EXPLAIN,(labels-only),"algebraic, confusion, curiosity, low_confidence, procedural_focus, question, recurring_error, self_correction","algebraic, confusion, curiosity, low_confidence, procedural_focus, question, recurring_error"
6653,6,"probability formula yaad hai, par use kaise karna hai, just give me example sums.",EXPLAIN,WORKED_EXAMPLE,numeric_example->worked_example,"algebraic, curiosity, example_request, procedural_focus, shortcut_seeking","algebraic, curiosity, example_request, procedural_focus, shortcut_seeking"
6725,7,i think the answer key is wrong for this one. i got something else.,EXPLAIN,EXPLAIN,(labels-only),"answer_attempt, conflict, confusion, low_confidence, procedural_focus, self_correction, self_monitoring","answer_attempt, conflict, confusion, low_confidence, procedural_focus, self_monitoring"
6729,7,"The area of segment question, my textbook's answer is a bit different. Is there another way to calculate it or is my calculation wrong?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, answer_attempt, conflict, confusion, curiosity, diagrammatic, low_confidence, procedural_focus, question, self_correction","algebraic, answer_attempt, conflict, confusion, curiosity, diagrammatic, low_confidence, procedural_focus, question"
6739,7,"i don't understand, my school teacher always says to do it this way, but you are showing some other way. which one is right for exam?",EXPLAIN,EXPLAIN,(labels-only),"answer_attempt, anxiety, conflict, curiosity, question, recurring_error","answer_attempt, anxiety, conflict, confusion, curiosity, question, recurring_error"
6807,7,"my science teacher said there are no perfect lines or circles in real life, so why we are learning about exact tangents for circles then? it's all imaginary na?",EXPLAIN,EXPLAIN,(labels-only),"conflict, curiosity, diagrammatic, physical, question, transfer_attempt","conflict, curiosity, diagrammatic, question, transfer_attempt"
6812,7,"i don't understand why this formula is like this, it seems too easy. is there a catch for board exams or something?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, anxiety, curiosity, environmental_feedback, high_confidence, procedural_focus, question","algebraic, anxiety, confusion, curiosity, environmental_feedback, procedural_focus, question"
6946,7,"this problem with cards, my textbook says answer is one by fifty-two, but my teacher got one by twenty-six for queen of hearts. how is that possible, isn't there only one queen of hearts?",EXPLAIN,EXPLAIN,(labels-only),"answer_attempt, conflict, curiosity, physical, procedural_focus, question","answer_attempt, conflict, curiosity, procedural_focus, question"
7046,7,is this topic actually useful in real life or just for exams? my dad says maths is only for marks sometimes.,EXPLAIN,EXPLAIN,(labels-only),"anxiety, curiosity, physical, question, transfer_attempt","anxiety, curiosity, question, transfer_attempt"
7148,7,"In my textbook, the answer for this sum of AP is different. Is the formula wrong or my calculation?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, conflict, confusion, curiosity, low_confidence, procedural_focus, question, self_correction","algebraic, conflict, confusion, curiosity, low_confidence, procedural_focus, question"
