row_index,changed_fields,old_student_utterance,new_student_utterance,old_miniLM_labels,new_miniLM_labels,old_hope_signals,new_hope_signals,old_target_policy_action,new_target_policy_action
6415,miniLM_labels;hope_signals;target_policy_action,"i get confused with so many formulas, will i forget all this in exam stress?","i get confused with so many formulas, will i forget all this in exam stress?","anxiety, low_confidence, procedural_focus, question","anxiety, cognitive_overload, confusion, curiosity, low_confidence, prerequisite_awareness, prerequisite_weakness, question, self_monitoring","High load_risk,Low productive_struggle","High load_risk, Low confidence, Anxiety, Cognitive overload",ENCOURAGE,EXPLAIN
6416,miniLM_labels;hope_signals;target_policy_action,sir is this gonna come for the boards? like for how many marks?,sir is this gonna come for the boards? like for how many marks?,"anxiety, procedural_focus, shortcut_seeking, question","anxiety, curiosity, question","Low productive_struggle,Surface engagement","Moderate load_risk, Anxiety, Active engagement, High ct_score",ENCOURAGE,EXPLAIN
6417,miniLM_labels;hope_signals,do i have to remember this whole formula for sum of n terms or just put values from given example?,do i have to remember this whole formula for sum of n terms or just put values from given example?,"procedural_focus, shortcut_seeking, question, example_request","algebraic, curiosity, procedural_focus, question","Low productive_struggle,Surface engagement","Active engagement, High ct_score, Moderate ki_score, Moderate kt_score",SOCRATIC_Q,SOCRATIC_Q
6418,miniLM_labels;hope_signals;target_policy_action,"can you just show me the steps for this type of problem, i just want to practice the method.","can you just show me the steps for this type of problem, i just want to practice the method.","procedural_focus, hint_dependency, ready_for_next, question","curiosity, example_request, procedural_focus, question, representation_shift, request_representation","Low productive_struggle,Surface engagement","Active engagement, High ct_score, Moderate ki_score, High ki_score opportunity",WORKED_EXAMPLE,ISOMORPHIC_PRACTICE
6419,miniLM_labels;hope_signals,is this section formula like super imp for exams? i always mess up the ratios.,is this section formula like super imp for exams? i always mess up the ratios.,"anxiety, procedural_focus, question, low_confidence","algebraic, anxiety, curiosity, low_confidence, procedural_focus, question, recurring_error","Moderate load_risk,Low ct_score","High load_risk, Low confidence, Anxiety, Recurring error",EXPLAIN,EXPLAIN
6420,miniLM_labels;hope_signals;target_policy_action,"ok i got it, what's the next step? or just tell me the answer.","ok i got it, what's the next step? or just tell me the answer.","shortcut_seeking, ready_for_next, hint_dependency, question, request_hint","answer_attempt, curiosity, procedural_focus, question, shortcut_seeking","Low productive_struggle,Surface engagement","Surface engagement, Low productive_struggle, Active engagement, High ct_score",SOCRATIC_Q,METACOGNITIVE_REFLECT
6421,miniLM_labels;hope_signals,"for mean, we have like 3 methods na? direct, assumed mean, step deviation. which one is easiest for exams?","for mean, we have like 3 methods na? direct, assumed mean, step deviation. which one is easiest for exams?","procedural_focus, shortcut_seeking, question, confusion","algebraic, anxiety, curiosity, procedural_focus, question, self_monitoring","Low productive_struggle,Moderate load_risk","Moderate load_risk, Anxiety, Active engagement, High ct_score",EXPLAIN,EXPLAIN
6422,miniLM_labels;hope_signals;target_policy_action,will this come for 5 marks in boards? or is it just for 2-3 marks question?,will this come for 5 marks in boards? or is it just for 2-3 marks question?,"anxiety, procedural_focus, question","anxiety, curiosity, question","Low productive_struggle,Surface engagement","Moderate load_risk, Anxiety, Active engagement, High ct_score",ENCOURAGE,EXPLAIN
6423,miniLM_labels;hope_signals;target_policy_action,"these trig ratios for specific angles, i can just make a table and mug it up na? why prove it every time?","these trig ratios for specific angles, i can just make a table and mug it up na? why prove it every time?","procedural_focus, shortcut_seeking, question, disengagement","abstraction_attempt, curiosity, diagrammatic, question, self_monitoring, shortcut_seeking, tabular","Low productive_struggle,Low ki_score","Surface engagement, Low productive_struggle, Active engagement, High ct_score",SOCRATIC_Q,EXPLAIN
6424,miniLM_labels;hope_signals,"this BPT theorem, is it really important for board exam? like what type of questions come from it?","this BPT theorem, is it really important for board exam? like what type of questions come from it?","anxiety, procedural_focus, question","algebraic, anxiety, curiosity, environmental_feedback, question, skepticism","Moderate load_risk,Surface engagement","Moderate load_risk, Anxiety, Active engagement, High ct_score",EXPLAIN,EXPLAIN
6425,miniLM_labels;hope_signals;target_policy_action,"just tell me what to do next, i'm stuck here.","just tell me what to do next, i'm stuck here.","hint_dependency, procedural_focus, low_confidence, request_hint","confusion, curiosity, hint_dependency, low_confidence, question, request_hint, shortcut_seeking","Low productive_struggle,Moderate load_risk","High load_risk, Low confidence, Active hint_dependency, Surface engagement",SOCRATIC_Q,REQUEST_HINT
6426,miniLM_labels;hope_signals;target_policy_action,"sir for these trig ratios like sin 30 cos 60, should i just remember them or is there some way to derive them quickly for exam?","sir for these trig ratios like sin 30 cos 60, should i just remember them or is there some way to derive them quickly for exam?","procedural_focus, question, anxiety","algebraic, anxiety, curiosity, question","Low productive_struggle,Surface engagement","Moderate load_risk, Anxiety, Active engagement, High ct_score",SOCRATIC_Q,EXPLAIN
6427,miniLM_labels;hope_signals;target_policy_action,can i always use the quadratic formula for all questions? like factorization is too slow sometimes na.,can i always use the quadratic formula for all questions? like factorization is too slow sometimes na.,"procedural_focus, shortcut_seeking, ready_for_next, question","algebraic, curiosity, misconception_clue, procedural_focus, question","Low ct_score,Surface engagement","Active misconception check, Misconception clue, Active engagement, High ct_score",SOCRATIC_Q,MISCONCEPTION_PROBE
6428,miniLM_labels;hope_signals;target_policy_action,is this topic important for board exams? like how many marks will come from this?,is this topic important for board exams? like how many marks will come from this?,"anxiety, question, procedural_focus","anxiety, curiosity, environmental_feedback, question","Moderate load_risk,Surface engagement","Moderate load_risk, Anxiety, Active engagement, High ct_score",ENCOURAGE,EXPLAIN
6429,miniLM_labels;hope_signals,"for proof by contradiction, should i just mug up the steps? i always forget why we assume it's rational na.","for proof by contradiction, should i just mug up the steps? i always forget why we assume it's rational na.","procedural_focus, low_confidence, hint_dependency, question","abstraction_attempt, algebraic, curiosity, low_confidence, prerequisite_awareness, prerequisite_weakness, procedural_focus, question, recurring_error, shortcut_seeking","Low productive_struggle,Low ki_score","Moderate load_risk, Low confidence, Recurring error, Recurring Misconception",EXPLAIN,EXPLAIN
6430,miniLM_labels;hope_signals;target_policy_action,"just tell me the steps na, i can follow them. don't need to explain everything.","just tell me the steps na, i can follow them. don't need to explain everything.","procedural_focus, shortcut_seeking, request_hint","procedural_focus, self_monitoring, shortcut_seeking","Low productive_struggle,Surface engagement","Surface engagement, Low productive_struggle, Moderate ct_score, Moderate kt_score",SOCRATIC_Q,WORKED_EXAMPLE
6431,miniLM_labels;hope_signals;target_policy_action,"substitution method, what is the formula for that? how do i start it?","substitution method, what is the formula for that? how do i start it?","procedural_focus, question, hint_dependency, request_hint","algebraic, curiosity, procedural_focus, question","Low ct_score,Moderate load_risk","Active engagement, High ct_score, Moderate ki_score, Moderate kt_score",WORKED_EXAMPLE,EXPLAIN
6432,miniLM_labels;hope_signals;target_policy_action,"this part is hard, will it even come in the final exam? or can I skip it for now?","this part is hard, will it even come in the final exam? or can I skip it for now?","anxiety, shortcut_seeking, topic_shift, question","anxiety, curiosity, disengagement, question","Moderate load_risk,Low productive_struggle","Moderate load_risk, Anxiety, Surface engagement, Low productive_struggle",METACOGNITIVE_REFLECT,EXPLAIN
6433,miniLM_labels;hope_signals;target_policy_action,"for combined solids, do we always just add surface areas of individual shapes? or sometimes minus also? confused on formula application.","for combined solids, do we always just add surface areas of individual shapes? or sometimes minus also? confused on formula application.","procedural_focus, confusion, question","algebraic, confusion, curiosity, diagrammatic, procedural_focus, question, recurring_error, transfer_attempt","Low ki_score,Active misconception","Moderate load_risk, Recurring error, Recurring Misconception, Recurring misconception",MISCONCEPTION_PROBE,REVIEW
