student_utterance,concept_id,miniLM_labels,hope_signals,target_policy_action,category
"All these trig identities, I just forget which one to use. There are too many. My brain cannot hold all this.",jemh108__pythagorean_trig_identities,"cognitive_overload,low_confidence,anxiety","High load_risk,Low confidence",METACOGNITIVE_REFLECT,5
"Mean of grouped data, I keep making calculation mistakes. Will I lose marks in boards for silly errors?",jemh113__mean_grouped_data,"anxiety,low_confidence,procedural_focus","Recurring error,Low confidence",ISOMORPHIC_PRACTICE,5
"I don't think I'll pass this chapter, it's just too much for me to understand properly.",INHERIT_CURRENT_CONCEPT,"low_confidence,frustration,disengagement","Low confidence,High load_risk",ENCOURAGE,5
My head hurts from all this math. I'm never gonna get good at it.,INHERIT_CURRENT_CONCEPT,"frustration,low_confidence,cognitive_overload","High load_risk,Low confidence",ENCOURAGE,5
I feel so stupid. Everyone else seems to get it but I'm just lost.,INHERIT_CURRENT_CONCEPT,"low_confidence,anxiety,self_monitoring","Low confidence,High load_risk",METACOGNITIVE_REFLECT,5
"Can we please take a break? My brain is full, I can't take in any more information.",INHERIT_CURRENT_CONCEPT,"cognitive_overload,frustration,disengagement",High load_risk,ENCOURAGE,5
"I don't think I can do this chapter only, it's too hard for me.",INHERIT_CURRENT_CONCEPT,"low_confidence,frustration","High load_risk,Low confidence",ENCOURAGE,5
"Quadratic formula, I always get the signs wrong, I'm so bad at these kinds of sums.",jemh104__quadratic_formula,"low_confidence,anxiety,recurring_error","Low confidence,High load_risk,Recurring error",ISOMORPHIC_PRACTICE,5
"My brain is just not working today, I can't understand anything.",INHERIT_CURRENT_CONCEPT,"cognitive_overload,disengagement,low_confidence","High load_risk,Low confidence",METACOGNITIVE_REFLECT,5
"Proving trig identities is impossible for me. I just stare at the page, I don't know where to start.",jemh108__proving_trig_identities,"low_confidence,frustration,confusion","Low confidence,High load_risk",WORKED_EXAMPLE,5
"I always mix up which theorem is which for circles, will I ever remember them all before the exam?",jemh110__equal_tangent_lengths,"anxiety,low_confidence,self_monitoring","Low confidence,High load_risk",VISUAL_ANALOGY,5
"I feel like I'm falling behind, everyone else gets this so fast.",INHERIT_CURRENT_CONCEPT,"anxiety,low_confidence",Low confidence,ENCOURAGE,5
"Root 2 irrational proof, I just copy it from the book, I don't actually understand the logic. What if they change the numbers?",jemh101__proving_irrationality_root_n,"low_confidence,procedural_focus,anxiety,misconception_clue","Low confidence,High load_risk,Active misconception",MISCONCEPTION_PROBE,5
"Consistent, inconsistent, dependent, independent... I just get all these terms mixed up when I see the graph or ratios.",jemh103__system_classification,"confusion,low_confidence,cognitive_overload","High load_risk,Recurring error",REPRESENTATION_TRANSLATION,5
"This is too much for my brain, I can't keep all this information straight.",INHERIT_CURRENT_CONCEPT,"cognitive_overload,frustration,low_confidence","High load_risk,Low confidence",METACOGNITIVE_REFLECT,5
"I get scared when they combine shapes, like what if I forget to subtract the common area? It's always a mistake for me.",jemh112__surface_area_combined_solids,"anxiety,low_confidence,recurring_error","Low confidence,High load_risk,Recurring error",WORKED_EXAMPLE,5
"i dont think ill ever get this chapter right, i always mess up",INHERIT_CURRENT_CONCEPT,"low_confidence,frustration,self_monitoring","Low confidence,High load_risk",ENCOURAGE,5
"my brain is just not working today, i cant understand anything",INHERIT_CURRENT_CONCEPT,"cognitive_overload,frustration,low_confidence",High load_risk,METACOGNITIVE_REFLECT,5
"i feel so stupid trying to solve this, its too hard for me",INHERIT_CURRENT_CONCEPT,"low_confidence,frustration,anxiety","Low confidence,High load_risk",ENCOURAGE,5
"i'm pretty sure i'm going to fail the exam if questions like this come, i just dont get it",INHERIT_CURRENT_CONCEPT,"anxiety,low_confidence,frustration","Low confidence,High load_risk",METACOGNITIVE_REFLECT,5
"proving root 2 irrational by contradiction always confuses me, i mix up everything. this is too much for me.",jemh101__proof_by_contradiction_method,"confusion,low_confidence,frustration","High load_risk,Low confidence,Recurring Misconception",MISCONCEPTION_PROBE,5
"i never remember what happens to roots when D is zero or negative, it's so confusing and i lose marks here in the exam.",jemh104__discriminant_nature_of_roots,"confusion,low_confidence,anxiety","Low confidence,High load_risk,Recurring error",VISUAL_ANALOGY,5
"these trig identities na, they all look same and i cant recall which one to use when proving anything. i always mess up.",jemh108__pythagorean_trig_identities,"confusion,low_confidence,frustration","Low confidence,High load_risk",ISOMORPHIC_PRACTICE,5
"i mess up surface area combined questions because i forget which part to include and which to exclude, always confusion for me.",jemh112__surface_area_combined_solids,"confusion,low_confidence,procedural_focus","High load_risk,Recurring error",WORKED_EXAMPLE,5
"finding mean for grouped data with those big numbers and class intervals is too much calculation, i always make silly mistakes only.",jemh113__mean_grouped_data,"frustration,low_confidence,procedural_focus","High load_risk,Recurring error",EXPLAIN,5
"probability seems so easy but in exam i always get confused about what's favorable outcomes vs total outcomes, lose marks in this.",jemh114__theoretical_probability_formula,"confusion,low_confidence,anxiety","Low confidence,Recurring Misconception,High load_risk",MISCONCEPTION_PROBE,5
"i just cant get my head around this root 2 proof, its too much for me i think",jemh101__proving_irrationality_root_n,"low_confidence, confusion, frustration","High load_risk, Low confidence",ENCOURAGE,5
"discriminant part is so confusing, i feel like i will mess it up in exam, my head starts spinning",jemh104__discriminant_nature_of_roots,"anxiety, confusion, low_confidence","High load_risk, Low confidence",VISUAL_ANALOGY,5
"bpt and its converse, i always mix them up, how will i remember them in exam? i really dont want to lose marks here",jemh106__basic_proportionality_theorem,"low_confidence, anxiety, confusion","Low confidence, Recurring Misconception",MISCONCEPTION_PROBE,5
"volume problems make me so scared, what if i calculate surface area instead of volume by mistake? i always panic",jemh112__volume_combined_solids,"anxiety, low_confidence, procedural_focus","High load_risk, Low confidence, Recurring error",WORKED_EXAMPLE,5
"all these methods for mean, direct, assumed mean, step deviation... i get lost. is one better or easier, i am so confused",jemh113__mean_grouped_data,"confusion, low_confidence, cognitive_overload","High load_risk, Low confidence",EXPLAIN,5
"distance formula sums always make me confused with signs, i always make silly mistakes, dont know if i can do it perfectly",jemh107__distance_formula,"low_confidence, anxiety, self_monitoring","Low confidence, Recurring error",ISOMORPHIC_PRACTICE,5
"i just dont get it at all, my brain is not working for math today, i feel so stupid",INHERIT_CURRENT_CONCEPT,"disengagement, frustration, low_confidence","High load_risk, Low confidence",ENCOURAGE,5
"i feel so dumb, everyone else gets it but i am still stuck on the first step itself, is there something wrong with me?",INHERIT_CURRENT_CONCEPT,"low_confidence, anxiety, self_monitoring","High load_risk, Low confidence",METACOGNITIVE_REFLECT,5
"this topic is too hard, i dont think i can pass if this comes in exam, it's just too much info",INHERIT_CURRENT_CONCEPT,"anxiety, low_confidence, frustration","High load_risk, Low confidence",ENCOURAGE,5
"i want to give up, this is too much for me to handle right now, i cant concentrate anymore",INHERIT_CURRENT_CONCEPT,"disengagement, frustration, cognitive_overload","High load_risk, Low productive_struggle",ENCOURAGE,5
"i just dont get anything, this whole math is too hard for me, i feel so dumb.",INHERIT_CURRENT_CONCEPT,"low_confidence,frustration,anxiety,cognitive_overload","High load_risk,Low confidence",ENCOURAGE,5
"all these proofs like root 3 irrational, they are too much, i always forget steps and then i feel like giving up.",jemh101__proving_irrationality_root_n,"low_confidence,frustration,anxiety,procedural_focus","High load_risk,Low confidence,Recurring error",WORKED_EXAMPLE,5
"when there is a story sum for quadratic equations, i freeze, i can't even start, what if i form wrong equation?",jemh104__forming_quadratic_equations,"anxiety,low_confidence,cognitive_overload","High load_risk,Low confidence",METACOGNITIVE_REFLECT,5
"i just can't focus anymore, everything is going above my head.",INHERIT_CURRENT_CONCEPT,"disengagement,cognitive_overload,low_confidence",High load_risk,ENCOURAGE,5
"trig identities are my nightmare, i seriously think i'll fail in this chapter, how will i remember all these.",jemh108__pythagorean_trig_identities,"anxiety,low_confidence,frustration,cognitive_overload","High load_risk,Low confidence",VISUAL_ANALOGY,5
"everyone else understands this, why am i always the one struggling?",INHERIT_CURRENT_CONCEPT,"low_confidence,anxiety",Low confidence,ENCOURAGE,5
"all these AAA SSS SAS, they just mix up in my head, i can never apply the right one. my exam is coming na.",jemh106__triangle_similarity_criteria_intro,"confusion,anxiety,low_confidence,cognitive_overload","High load_risk,Low confidence,Recurring error",ISOMORPHIC_PRACTICE,5
"when shapes are combined, i can't imagine which surfaces to count, i always get it wrong. i'm scared of this topic.",jemh112__surface_area_combined_solids,"low_confidence,anxiety,confusion,diagrammatic","High load_risk,Low confidence",REPRESENTATION_TRANSLATION,5
"sir can you just tell me how to do this, i'm completely stuck, i can't think of anything.",INHERIT_CURRENT_CONCEPT,"request_hint,low_confidence,frustration","Active hint_dependency,High load_risk",SOCRATIC_Q,5
"this a1/a2 = b1/b2 = c1/c2 thing for linear eqns, i always confuse which one means what, inconsistent ya consistent, i'll surely mess up in exam.",jemh103__coefficient_ratios_analysis,"confusion,low_confidence,anxiety,procedural_focus","High load_risk,Low confidence,Recurring error",EXPLAIN,5
"all these trig identities are so hard to prove, i just mess up the signs or something always, i dont think ill ever get them right in exam",jemh108__pythagorean_trig_identities,"low_confidence,frustration,anxiety","High load_risk,Low confidence",ENCOURAGE,5
"i am really bad at splitting the middle term for quadratic equations, i always try so many combinations and waste time, then i panic.",jemh104__solving_by_factorization,"low_confidence,anxiety,procedural_focus","Low confidence,Recurring error",WORKED_EXAMPLE,5
"the proof for root 2 being irrational, it's so confusing to write all the steps correctly. i think i will forget it in the exam.",jemh101__proving_irrationality_root_n,"confusion,anxiety,low_confidence","High load_risk,Low confidence",ISOMORPHIC_PRACTICE,5
"i always get confused between direct method and step deviation for mean, like which formula to use when, and then i get the wrong answer always.",jemh113__mean_grouped_data,"confusion,low_confidence,recurring_error","Low confidence,Recurring error",MISCONCEPTION_PROBE,5
"BPT theorem is easy to remember but when i see a sum in exam, i cant figure out which sides are parallel and all, i freeze up.",jemh106__basic_proportionality_theorem,"anxiety,low_confidence,confusion","High load_risk,Low confidence",WORKED_EXAMPLE,5
